token	lemma
maladies	maladie
diagnostiquée	diagnostiquer
chez	chez
2	2
3	3
population	population
mondiale	mondial
évaluation	évaluation
rôle	rôle
flore	flor
intestinale	intestinal
santé	santé
apparition	apparition
maladies	maladie
représente	représenter
opportunité	opportunité
influencer	influencer
médecine	médecine
façon	façon
complètement	complètement
nouvelle	nouveau
non	non
explorée	explorer
déclare	déclarer
dusko	dusko
ehrlich	ehrlich
fondateur	fondateur
scientifique	scientifique
entreprise	entreprendre
enterome	enterome
basée	baser
paris	pari
leader	leader
projet	projet
européen	européen
metahit	metahit
wwwmetahiteu	wwwmetahiteu
jeune	jeune
entreprise	entreprise
développe	développ
médicaments	médicament
biomarqueurs	biomarqueurs
maladies	maladie
graves	grave
maladies	maladie
chroniques	chronique
liées	lier
anomalies	anomalie
composition	composition
bactérienne	bactérien
intestin	intestin
partir	partir
technologie	technologie
initialement	initialement
développée	développer
centre	centre
inra	inrer
jouy-en-josas	jouy-en-josas
dusko	dusko
ehrlich	ehrlich
lui-même	lui-même
celle-ci	celui-ci
reconnue	reconnaître
cinq	cinq
percées	percée
scientifiques	scientifique
majeures	majeur
année	année
2011	2011
revue	revue
science	science
enterome	enterome
vient	venir
annoncer	annoncer
finalisation	finalisation
tour	tour
table	tabl
réunissant	réunir
seventure	seventur
partners	partner
lunbeckfond	lunbeckfond
ventures	venture
montant	montant
5	5
millions	million
euros	euro
fait	faire
suite	suite
précédente	précédent
levée	levée
fonds	fonds
15	15
millions	million
euros	euro
déjà	déjà
auprès	auprès
seventure	seventur
partners	partner
natixis	natixis
inra	inrer
transfert	transfert
après	après
validation	validation
ses	son
biomarqueurs	biomarqueur
brevetés	breveté
enterome	enterome
va	aller
pouvoir	pouvoir
elle	lui
ambitionne	ambitionn
valoriser	valoriser
sous	sou
forme	forme
outils	outil
stratification	stratification
diagnostic	diagnostic
médical	médical
entreprise	entreprise
prévoit	prévoir
initier	initier
partenariats	partenariat
industriels	industriel
secteurs	secteur
pharmacie	pharmacie
nutrition	nutrition
commercialiser	commercialiser
ses	son
tests	test
auprès	auprès
professionnels	professionnel
santé	santé
europe	europ
etats-unis	etats-unis
précisons	précison
ses	son
principaux	principal
projets	projet
concernent	concerner
shna	shna
maladies	maladie
inflammatoires	inflammatoire
chroniques	chronique
intestin	intestin
mici	mici
quel	quel
avenir	avenir
forêts	forêt
françaises	français
face	face
changement	changement
climatique	climatique
innovation	innovation
quel	quel
avenir	avenir
forêts	forêt
françaises	français
face	face
changement	changement
climatique	climatique
ecology	ecology
letters	letters
vient	venir
publier	publier
résultats	résultat
étude	étude
menée	mener
groupe	groupe
chercheurs	chercheur
université	université
paris-sud	paris-sud
inra	inrer
cnrs	cnrs
cea	cea
agroparistech	agroparistech
université	université
joseph	joseph
fourier	fourier
grenoble	grenobl
réalisés	réaliser
cadre	cadre
projet	projet
qdiv	qdiv
soutenus	soutenir
agence	agence
nationale	national
anr	anr
gis	gésir
climat	climat
environnement	environnement
société	société
travaux	traval
permis	permettre
évaluer	évaluer
partir	partir
huit	huit
modèles	modèle
écologiques	écologique
dernière	dernier
génération	génération
réponse	réponse
forêts	forêt
particulièrement	particulièrement
cinq	cinq
essences	essence
forestières	forestier
dominantes	dominant
france	france
changement	changemer
climatique	climatique
souligner	souligner
incertitudes	incertitude
subsistent	subsister
prévisions	prévision
difficile	difficile
prédire	prédir
impact	impact
changement	changement
climatique	climatique
sans	sans
disposer	disposer
meilleure	meilleur
connaissance	connaissance
effets	effet
directs	direct
augmentation	augmentation
teneur	teneur
co2	co2
atmosphérique	atmosphérique
végétation	végétation
autant	autant
quand	quand
on	on
sait	savoir
fortes	fort
teneurs	teneur
co2	co2
peuvent	pouvoir
protéger	protéger
arbres	arbre
contre	contre
sécheresse	sécheresse
autant	autant
dépit	dépit
incertitudes	incertitude
plupart	plupart
modèles	modèle
prévoient	prévoir
recul	recul
espèces	espèce
climat	climat
tempéré	tempérer
plaine	plaine
ici	ici
2050	2050
prévision	prévision
concerne	concerner
précisément	précisément
essences	essencer
telles	tel
hêtre	hêtr
chêne	chêne
sessile	sessile
plaines	plaine
ouest	ouest
sud-ouest	sud-ouest
centre	centre
résultats	résultat
correspondent	correspondre
ceux	celui
autres	autre
projets	projet
dryade	dryade
rappelons-le	rappelons-l
montré	montrer
sécheresses	sécheresse
extrêmes	extrême
répétition	répétition
celles	celle
prévues	prévue
avenir	avenir
déjà	déjà
augmenté	augmenter
vulnérabilité	vulnérabiliter
mortalité	mortalité
arbres	arbre
généralement	généralement
résultats	résultat
ouvrent	ouvrir
nouvelles	nouveau
perspectives	perspective
montrant	montrer
notamment	notamment
chercheurs	chercheur
nécessaire	nécessaire
besoin	besoin
combiner	combiner
plusieurs	plusieurs
modèles	modèle
écologiques	écologique
distribution	distribution
espèces	espèce
image	image
font	faire
climatologues	climatologue
leurs	leur
propres	propre
modèles	modèle
afin	afin
comprendre	comprendre
leurs	leur
incertitudes	incertitude
leurs	leur
qualités	qualité
au-delà	au-delà
apport	apport
purement	purement
scientifique	scientifique
telle	tel
étude	étude
permet	permettre
fournir	fournir
informations	information
gestionnaires	gestionnaire
forêts	forêt
préparent	préparer
dès	dès
changement	changement
climatique	climatique
leur	son
permettre	permettre
anticiper	anticiper
évolutions	évolution
venir	venir
mettant	mettre
place	place
différentes	différents
stratégies	stratégie
certaines	certain
elles	elle
visent	viser
favoriser	favoriser
espèces	espèce
résistantes	résistant
chaleur	chaleur
sécheresse	sécheresse
dépens	dépen
espèces	espèce
vulnérable	vulnérable
pin	pin
sylvestre	sylvestre
avenir	avenir
semble	sembler
compromis	compromettre
plaine	plaine
face	face
autres	autre
scénarii	scénarii
avenir	avenir
incertain	incertain
meilleure	meilleur
solution	solution
semble	sembler
améliorer	améliorer
résilience	résilience
forêts	forêt
exemple	exemple
renforçant	renforçant
diversité	diversité
spécifique	spécifique
génétique	génétique
encore	encore
atténuant	atténuer
effets	effet
sécheresse	sécheresse
sylviculture	sylvicultur
économe	économe
eau	eau
plateforme	plateform
phénotypage	phénotypage
plantes	plante
unique	unique
baptisée	baptiser
phenome	phenom
coeur	coeur
régions	région
plateforme	plateform
phénotypage	phénotypage
plantes	plante
unique	unique
baptisée	baptiser
phenome	phenom
lauréat	lauréat
seconde	second
vague	vague
appels	appel
projets	projet
lancés	lancer
cadre	cadre
investissements	investissement
avenir	avenir
phenome	phenom
lequel	lequel
pôle	pôle
compétitivité	compétitivité
vitagora	vitagorer
ses	son
partenaires	partenaire
régionaux	régional
pleinement	pleinement
impliqués	impliquer
projet	projet
envergure	envergure
acteurs	acteur
scientifiques	scientifique
industriels	industriel
bourgogne	bourgogne
franche-comté	franche-comté
projet	projet
fédère	fédérer
toutes	tout
compétences	compétence
françaises	français
matière	matière
phénotypage	phénotypage
plantes	plante
résume	résumer
christophe	christophe
salon	salon
directeur	directeur
inra	inrer
dirige	diriger
centre	centre
inra	inrer
dijon	dijon
pôle	pôle
geapsi	geapsi
plateforme	plateform
phénotypage	phénotypage
haut	haut
débit	débit
pphd	pphd
umr	umr
agroécologie	agroécologie
tout	tout
7	7
plateformes	plateforme
françaises	français
5	5
champ	champ
2	2
conditions	condition
contrôlées	contrôler
est-à-dire	est-à-dire
plantes	plante
cultivées	cultiver
serres	serre
intérieur	intérieur
chambres	chambre
climatiques	climatique
vont	aller
regroupées	regroupée
phenome	phenom
premier	premier
projet	projet
construire	construire
plateformes	plateforme
achever	achever
celles	celui
précise	préciser
chercheur	chercheur
dijonnais	dijonnais
dijon	dijon
tout	tout
montpellier	montpellier
abritera	abriter
plateformes	plateforme
première	premier
conditions	condition
contrôlées	contrôler
permettra	permettre
appréhender	appréhender
changements	changement
climatiques	climatique
venir	venir
fruit	fruit
travail	travail
commencé	commencer
dès	dès
2007	2007
sous	sou
responsabilité	responsabilité
scientifique	scientifique
christophe	christophe
salon	salon
elle	lui
sera	être
inaugurée	inaugurer
juillet	juillet
prochain	prochain
second	second
phenome	phenome
développer	développer
méthodes	méthode
innovantes	innovant
phénotypage	phénotypage
agira	agir
effectuer	effectuer
phénotypage	phénotypage
haut	haut
débit	débit
soit	être
grand	grand
nombre	nombre
plantes	plante
lesquelles	lequel
nous	nous
réaliserons	réaliser
peu	peu
mesures	mesure
exemple	exemple
celle	celui
surface	surfac
foliaire	foliaire
bien	bien
seule	seul
mesure	mesure
plusieurs	plusieurs
fois	fois
jour	jour
soit	être
faible	faible
nombre	nombre
plantes	plante
lesquelles	lequel
nous	nous
effectuerons	effectuer
plusieurs	plusieurs
types	type
mesures	mesure
quotidien	quotidien
explique	expliqu
responsable	responsable
pphd	pphd
enfin	enfin
phenome	phenom
sera	être
occasion	occasion
disposer	disposer
prototypes	prototype
plateformes	plateforme
permettront	permettre
terme	terme
construire	construire
autres	autre
projet	projet
investissement	investissement
avenir	avenir
plateforme	plateform
dijonnaise	dijonnais
va	aller
pouvoir	pouvoir
doter	doter
rhizotrons	rhizotron
dispositifs	dispositif
originaux	original
grâce	grâce
auxquels	auxquel
chercheurs	chercheur
pourront	pouvoir
visualiser	visualiser
manière	manière
non	non
destructive	destructif
système	système
racinaire	racinaire
plantes	plante
développement	développemer
on	on
y	y
intéresse	intéresser
depuis	depuis
longtemps	longtemps
système	système
racinaire	racinaire
néanmoins	néanmoins
délaissé	délaissé
simple	simple
fait	fait
difficile	difficile
accès	accès
importance	importanc
millier	millier
rhizotrons	rhizotron
devrait	devoir
compter	compter
plateforme	plateform
dijonnaise	dijonnais
ici	ici
an	an
permettra	permettre
caractériser	caractériser
interactions	interaction
système	système
racinaire	racinaire
plantes	plante
microorganismes	microorganisme
telluriques	tellurique
souligne	soulign
écophysiologiste	écophysiologist
plateforme	plateform
pphd	pphd
fait	faire
déjà	déjà
partie	partie
plusieurs	plusieurs
projets	projet
européens	européen
abstress	abstress
arimnet	arimnet
european	european
plant	pler
phenotyping	phenotyping
network	network
eppn	eppn
sera	être
importantes	important
sinon	sinon
importante	important
monde	monde
domaine	domaine
micro-geo	micro-geo
premier	premier
projet	projet
géothermie	géothermie
sélectionné	sélectionner
fui	fuir
côté	côté
pôles	pôle
micro-geo	micro-geo
premier	premier
projet	projet
géothermie	géothermie
sélectionné	sélectionner
fui	fuir
porté	porter
entreprise	entreprise
ciat	ciat
projet	projet
micro-geo	micro-geo
labellisé	labelliser
pôle	pôle
compétitivité	compétitivité
tenerrdis	tenerrdis
retenu	retenir
cadre	cadre
13ème	13ème
appel	appel
projets	projet
fonds	fonds
unique	unique
interministériel	interministériel
fui	fuir
projet	projet
emblématique	emblématique
vise	viser
mettre	mettre
oeuvre	oeuvre
système	système
intégré	intégré
pompe	pompe
chaleursonde	chaleursond
géothermale	géothermal
destiné	destiner
marché	marché
habitat	habitat
individuel	individuel
basse	bas
consommation	consommation
micro-geo	micro-geo
initié	initier
cadre	cadre
groupe	groupe
travail	travail
mis	mettre
place	place
pôle	pôle
2010	2010
développement	développemer
filière	filièr
géothermie	géothermie
basse	bas
énergie	énergie
rhônes-alpes	rhônes-alpes
projet	projet
autant	autant
important	important
région	région
rassemble	rassembler
80	80
acteurs	acteur
industriels	industriel
centres	centre
français	français
domaine	domaine
or	or
lui	luire
seul	seul
projet	projet
pourrait	pouvoir
créer	créer
environ	environ
140	140
emplois	emploi
localement	localement
double	double
niveau	niveau
national	national
micro-geo	micro-geo
parvenir	parvenir
proposer	proposer
marché	marché
solution	solution
capable	capable
assurer	assurer
trois	trois
principaux	principal
usages	usage
thermiques	thermique
-	-
eau	eau
chaude	chaude
sanitaire	sanitaire
chauffage	chauffage
rafraîchissement	rafraîchissemer
-	-
sans	sans
avoir	avoir
recours	recours
autre	autre
énergie	énergie
renouvelable	renouvelable
ceci	ceci
moins	moins
10000	10000
euros	euro
ttc	ttc
nécessaires	nécessaire
innovations	innovation
porteront	porter
non	non
seulement	seulement
capteurs	capteur
choix	choix
composants	composant
pompe	pomper
chaleur	chaleur
régulation	régulation
système	système
complet	complet
contexte	contexte
réglementations	réglementation
thermiques	thermique
issues	issu
grenelle	grenell
environnement	environnement
micro-geo	micro-geo
contribue	contribuer
positionner	positionner
géothermie	géothermie
marché	marché
bâtiment	bâtiment
énergie	énergie
positive	positif
visé	viser
2020	2020
visualiser	visualiser
formation	formation
verre	verre
temps	temps
réel	réel
première	premier
direct	direct
visualiser	visualiser
formation	formation
verre	verre
temps	temps
réel	réel
première	premier
verre	verre
matériaux	matérial
anciens	ancien
fabriqués	fabriqué
homme	homm
puisqu	puisqu
était	être
déjà	déjà
connu	connaître
anciens	ancien
egyptiens	egyptien
sa	son
formation	formation
partir	partir
poudres	poudre
granulaires	granulaire
chauffées	chauffer
1000	1000
n	n
demeure	demeure
pas	pas
moins	moins
ponctuée	ponctuer
zones	zone
ombre	ombre
importance	importanc
travaux	traval
menée	mener
équipe	équipe
laboratoire	laboratoir
surface	surface
verre	verre
interfaces	interface
cnrssaint-gobain	cnrssaint-gobain
collaboration	collaboration
institut	institut
astrophysique	astrophysique
planétologie	planétologie
cnrsuniversité	cnrsuniversité
toulouse	toulous
iii-paul	iii-paul
sabatier	sabatier
laboratoire	laboratoire
sciences	science
ingénierie	ingénieri
matériaux	matériau
procédés	procédé
cnrsinstitut	cnrsinstitut
polytechnique	polytechnique
grenoble-université	grenoble-université
joseph	joseph
fourier	fourier
grenoble	grenobl
inria	inria
saclay	saclay
parietal	parietal
travaux	traval
résultats	résultat
publiés	publier
site	site
the	the
journal	journal
of	of
the	the
american	american
ceramic	ceramic
society	society
utilisant	utiliser
technique	technique
imagerie	imageri
3d	3d
tomographie	tomographie
x	x
chercheurs	chercheur
parvenus	parvenir
visualiser	visualiser
formation	formation
verre	verre
temps	temps
réel	réel
intérieur	intérieur
même	même
échantillon	échantillon
puissante	puissant
ligne	ligne
lumière	lumière
id15a	id15a
european	european
synchrotron	synchrotron
radiation	radiation
facility	facility
esrf	esrf
grenoble	grenobl
chercheurs	chercheur
pu	pouvoir
visualiser	visualiser
première	premier
fois	fois
transformation	transformation
verre	verre
mélange	mélange
proche	proche
celui	celui
utilisé	utiliser
fabriquer	fabriquer
verre	verre
vitres	vitre
renferme	renferm
tiers	tiers
sable	sable
silice	silic
tiers	tiers
carbonates	carbonate
sodium	sodium
calcium	calcium
disposant	disposer
image	image
3d	3d
toutes	tout
quinze	quinze
secondes	seconde
réaction	réaction
ceci	ceci
résolution	résolution
spatiale	spatial
16	16
micron	micron
ils	il
pu	pouvoir
observer	observer
contacts	contact
opèrent	opérer
éléments	élément
présents	présent
même	même
transformation	transformation
matériaux	matérial
granulaires	granulaire
verre	verre
fondu	fondre
uniques	unique
images	image
révèlent	révéler
importance	importanc
contacts	contact
grains	grain
espèces	espèce
différentes	différent
eux	lui
déterminent	déterminent
réactions	réaction
menant	mener
production	production
verre	verre
liquide	liquide
produisent	produire
pas	pas
ayant	avoir
meilleure	meilleur
compréhension	compréhension
mécanismes	mécanisme
intimes	intime
transformation	transformation
sable	sable
verre	verre
chercheurs	chercheur
espèrent	espérer
pouvoir	pouvoir
terme	terme
réussir	réussir
obtenir	obtenir
verre	verre
bonne	bon
qualité	qualité
températures	température
inférieures	inférieur
celles	celui
utilisées	utiliser
actuellement	actuellement
industrie	industrie
via	via
procédés	procédé
rapides	rapide
moins	moins
gourmands	gourmand
énergie	énergi
parallèlement	parallèlement
ils	il
souhaitent	souhaiter
développer	développer
méthodes	méthode
imagerie	imageri
traitement	traitement
données	donner
afin	afin
chercheurs	chercheur
industriels	industriel
puissent	pouvoir
alors	alors
imaginer	imaginer
autres	autre
mélanges	mélange
granulaires	granulaire
réactifs	réactif
intervenant	intervenir
élaboration	élaboration
verres	verre
voire	voire
matériaux	matériau
différents	différent
dynacomp	dynacomp
1ère	1ère
conférence	conférence
internationale	international
dynamique	dynamique
matériaux	matérial
composites	composite
evénement	evénement
dynacomp	dynacomp
1ère	1ère
conférence	conférence
internationale	international
dynamique	dynamique
matériaux	matérial
composites	composite
22	22
24	24
mai	mai
2012	2012
palais	palais
congrès	congrès
arcachon	arcachon
tiendra	tiendra
dynacomp	dynacomp
1ère	1ère
conférence	conférence
internationale	international
dynamique	dynamique
matériaux	matérial
composites	composite
née	naître
initiative	initiativ
astrium	astrium
ecole	ecole
normale	normal
supérieure	supérieur
cachan	cachan
ecole	ecole
centrale	central
lyon	lyon
première	premier
fois	fois
tiendra	tiendra
monde	monde
événement	événement
envergure	envergure
thématique	thématique
dynamique	dynamique
structures	structure
composites	composite
haute	haute
performance	performanc
particulier	particulier
leur	son
comportement	comportement
vibration	vibration
sujet	sujet
représente	représenter
enjeu	enjeu
autant	autant
crucial	crucial
utilisation	utilisation
matériaux	matériau
problématique	problématique
vibratoire	vibratoire
peut	pouvoir
devenir	devenir
point	point
technique	technique
bloquant	bloquer
certaines	certain
applications	application
trois	trois
journées	journée
réuniront	réunir
meilleurs	meilleur
spécialistes	spécialiste
mondiaux	mondiau
matériaux	matérial
composites	composite
tant	tant
domaine	domaine
celui	celui
industrie	industrie
permettront-elles	permettront-elle
dresser	dresser
état	état
lieux	lieux
avancées	avancée
technologiques	technologique
domaine	domaine
200	200
participants	participant
attendus	attendre
conférence	conférence
dynacomp	dynacomp
laquelle	lequel
interviendra	intervenir
centaine	centaine
conférenciers	conférencier
provenance	provenance
etats-unis	etats-uni
canada	canada
europe	europe
afrique	afrique
nord	nord
soulignons	soulignon
passage	passage
émergence	émergenc
intervenants	intervenant
afrique	afrique
nord	nord
maroc	maroc
tunisie	tunisi
algérie	algérie
développent	développer
compétences	compétence
autour	autour
outils	outil
mathématiques	mathématique
scientifiques	scientifique
performants	performant
programme	programme
grandes	grand
conférences	conférence
plénières	plénier
animées	animer
intervenants	intervenant
monde	monde
autre	autre
industrie	industrie
outils	outil
simulation	simulation
numériques	numérique
composites	composite
phénomènes	phénomène
transmission	transmission
vibrations	vibration
acoustiques	acoustique
systèmes	système
limitation	limitation
amortisseur	amortisseur
vibrations	vibratier
composites	composite
conception	conception
composites	composite
tolérance	tolérance
dommages	dommage
simulation	simulation
phénomènes	phénomène
chocs	choc
enfin	enfin
vérifications	vérification
expérimentales	expérimental
histoire	histoire
agricole	agricole
afrique	afriqu
tropicale	tropical
francophone	francophone
lire	lire
histoire	histoire
agricole	agricole
afrique	afriqu
tropicale	tropical
francophone	francophone
histoire	histoire
afrique	afriqu
fortiori	fortiori
celle	celui
agriculture	agricultur
continent	continent
sait	savoir
citoyen	citoyen
français	français
moyen	moyen
fort	fort
peu	peu
souvent	souvent
raison	raison
éducation	éducation
restée	rester
trop	trop
longtemps	longtemps
eurocentriste	eurocentrist
difficile	difficile
conditions	condition
imaginer	imaginer
ceux	celui
bas	bas
vivant	vivre
sud	sud
sahara	sahara
paysans	paysan
aient	avoir
pu	pouvoir
faire	faire
preuve	preuve
extraordinaire	extraordinaire
créativité	créativité
durant	durer
durant	durer
siècles	siècle
notamment	notamment
matière	matière
agriculture	agricultur
or	or
voyage	voyage
durée	durer
10000	10000
années	année
auquel	auquel
nous	nous
invite	invite
agronome	agronome
français	français
rené	renaître
tourte	tourte
nous	nous
conduit	conduire
voir	voir
afrique	afrique
autrement	autrement
sans	sans
priori	priori
tel	tel
elle	lui
monumentale	monumental
histoire	histoire
agricole	agricole
afrique	afriqu
tropicale	tropical
francophone	francophone
fao	fao
vient	venir
faire	faire
paraître	paraître
site	site
internet	internet
soit	être
six	six
volumes	volume
quelque	quelque
3000	3000
pages	page
fruit	fruit
quinzaine	quinzaine
année	année
travail	travail
agronome	agronome
rené	renaître
tourte	tourte
celui-ci	celui-ci
nous	nous
fait	faire
découvrir	découvrir
afrique	afrique
créative	créatif
innovante	innovant
ne	ne
semble	sembler
pas	pas
avoir	avoir
attendu	attendre
puissances	puissance
étrangères	étranger
invitent	inviter
entrer	entrer
histoire	histoire
y	y
installer	installer
cela	celer
travail	travail
colossal	colossal
agronome	agronome
passé	passer
près	près
trentaine	trentaine
années	année
terrain	terrain
afrique	afriqu
tropicale	tropical
partager	partager
vie	vie
chercheurs	chercheur
acteurs	acteur
développement	développemer
certains	certain
hauts	haut
responsables	responsable
politiques	politique
paysans	paysan
milieu	milieu
desquels	desquel
vécu	vivre
bouscule	bouscule
pas	pas
mal	mal
idées	ider
reçues	recevoir
continent	continent
invite	invite
ses	son
populations	population
regarder	regarder
fierté	fierter
passé	passer
car	car
plein	plein
brillants	brillant
futurs	futur
affirme	affirmer
rené	renaître
tourte	tourte
sa	son
postface	postface
j	j
ai	avoir
découvert	découvrir
gens	gen
humbles	humble
on	on
ne	ne
parle	parler
quasiment	quasiment
jamais	jamais
détiennent	détenir
savoir	savoir
immense	immense
matière	matière
agriculture	agricultur
me	me
suis-je	suis-je
posé	poser
question	question
savoir	savoir
était	être
connaissances	connaissance
avant	avant
arrivée	arrivée
européens	européen
particulièrement	particulièrement
français	français
afrique	afriqu
tropicale	tropical
résume-t-il	résume-t-il
avant	avant
ajouter	ajouter
je	je
pense	penser
agriculture	agricultur
richesse	richesse
principale	principal
afrique	afrique
tout	tout
simplement	simplement
parce	parce
elle	lui
intéresse	intéresser
africains	africain
non	non
seulement	seulement
producteurs	producteur
tous	tout
acteurs	acteur
chaîne	chaîn
amont	amont
aval	aval
nota	nota
bene	bene
fao	fao
vient	venir
proposer	proposer
auteur	auteur
produire	produire
version	version
cd-rom	cd-rom
six	six
volumes	volume
ouvrage	ouvrager
attention	attention
lecteurs	lecteur
éventuels	éventuel
ne	ne
disposant	disposer
pas	pas
accès	accès
internet	internet
mathématicien	mathématicien
tête	tête
arts	art
métiers	métier
paristech	paristech
mathématicien	mathématicien
tête	tête
arts	art
métiers	métier
paristech	paristech
27	27
février	février
laurent	laurent
carraro	carraro
nommé	nommer
officiellement	officiellement
directeur	directeur
général	général
arts	art
métiers	métier
paristech	paristech
prestigieuses	prestigieux
écoles	école
ingénieurs	ingénieur
france	france
universitaire	universitaire
mathématicien	mathématicien
professeur	professeur
ecoles	ecole
mines	mine
classe	classe
exceptionnelle	exceptionnel
dirigeait	diriger
précédemment	précédemment
autre	autre
grande	grand
école	école
telecom	telecom
saint-etienne	saint-etienn
depuis	depuis
2008	2008
estime	estime
établissement	établissement
forme	forme
depuis	depuis
siècles	siècle
ingénieurs	ingénieur
réputés	réputé
gadzarts	gadzart
rôle	rôl
important	important
jouer	jouer
vis-à-vis	vis-à-vis
développement	développement
industriel	industriel
france	france
école	école
doit	devoir
suivre	suivre
mouvement	mouvement
anticiper	anticiper
nécessite	nécessit
nous	nous
revisitions	revisiter
nos	notre
formations	formation
nos	notre
schémas	schéma
recrutement	recrutemer
déclare-t-il	déclare-t-il
quant	quant
joue	joue
toujours	toujours
joué	jouer
rôle	rôle
important	important
école	école
elle	lui
doit	devoir
non	non
seulement	seulement
conserver	conserver
identité	identiter
communauté	communauté
reconfigure	reconfigurer
particulier	particulier
via	via
institut	institut
carnot	carnot
répondre	répondre
davantage	davantage
problématiques	problématique
transverses	transverse
sociétales	sociétaler
après	après
trois	trois
premiers	premier
mois	mois
passés	passer
commandes	commande
école	école
laurent	laurent
carraro	carraro
évoque	évoqu
quelques-unes	quelques-uns
pistes	piste
réflexions	réflexion
be	b
france	france
-	-
médaille	médaill
fields	fields
2010	2010
mathématicien	mathématicien
français	français
cédric	cédric
villani	villani
déclaré	déclarer
mathématicien	mathématicien
reconnaît	reconnaître
ingénieur	ingénieur
frère	frère
armes	arme
bien	bien
sa	son
science	science
désir	désir
comprendre	comprendre
monde	monde
ses	son
habitudes	habitude
travail	travail
vous	vous
sentez-vous	sentez-vous
frère	frère
armes	arme
ingénieurs	ingénieur
vous	vous
êtes	être
mathématicien	mathématicien
formation	formation
laurent	laurent
carraro	carraro
-	-
totalement	totalement
autant	autant
mes	mon
fonctions	fonction
précédentes	précédent
tant	tant
universitaire	universitaire
j	j
ai	avoir
amené	amener
travailler	travailler
énormément	énormément
ingénieurs	ingénieur
pourtant	pourtant
quand	quand
j	j
ai	avoir
débuté	débuter
ma	mon
carrière	carrière
mathématicien	mathématicien
ne	ne
fallait	falloir
pas	pas
me	me
parler	parler
applications	applicatier
j	j
ai	avoir
fini	finir
prendre	prendre
conscience	conscience
tout	tout
philosophie	philosophie
n	n
existe	exister
nombre	nombre
infime	infime
mathématiciens	mathématicien
travaux	traval
font	faire
avancer	avancer
discipline	discipline
j	j
ai	avoir
décidé	décider
mettre	mettre
mes	mon
compétences	compétence
mathématiques	mathématique
service	service
ingénieurs	ingénieur
sans	sans
autant	autant
cesser	cesser
revendiquer	revendiquer
fierté	fierter
mon	mon
statut	statut
mathématicien	mathématicien
départ	départ
cela	celer
changement	changemer
radical	radical
passer	passer
constructions	construction
mathématiques	mathématique
abstraites	abstrait
problèmes	problème
technologiques	technologique
bien	bien
réels	réel
auxquels	auxquels
confrontées	confrontée
entreprises	entrepris
croyez-moi	croyez-moi
cela	celer
vous	vous
rend	rendre
humble	humble
alors	alors
j	j
ai	avoir
découvert	découvrir
quel	quel
point	point
ma	mon
formation	formation
mathématicien	mathématicien
pouvait	pouvoir
utile	utile
face	face
industriel	industriel
vous	vous
expose	expose
problème	problèm
certes	certes
nos	notre
approches	approche
étaient	être
différentes	différents
était	être
occasion	occasion
moi	moi
construire	construire
modèle	modèle
faire	faire
avancer	avancer
problème	problème
simplement	simplement
reformulant	reformuler
sa	son
question	question
initiale	initial
durant	durer
vingtaine	vingtaine
années	anner
ingénieur	ingénieur
moi	moi
véritable	véritable
frère	frère
armes	arme
activité	activité
était	être
réalisée	réaliser
grand	grand
profit	profit
mes	mon
élèves	élève
élément	élément
essentiel	essentiel
mes	mon
yeux	oeil
car	car
je	je
suis	être
fondamentalement	fondamentalement
formateur	formateur
be	be
france	france
-	-
vous	vous
dirigiez	diriger
telecom	telecom
saint-etienne	saint-etienn
depuis	depuis
2008	2008
quand	quand
vous	vous
avez	avoir
nommé	nommer
directeur	directeur
général	général
arts	art
métiers	métier
paristech	paristech
27	27
février	février
grande	grand
ecole	ecole
excellence	excellence
forme	form
ingénieurs	ingénieur
réputés	réputé
depuis	depuis
1780	1780
certains	certain
illustrés	illustrer
brillamment	brillamment
xix	xix
xxième	xxième
siècles	siècle
contribuant	contribuer
grandes	grand
innovations	innovation
technologiques	technologique
industrielles	industriel
france	france
comment	comment
percevez-vous	percevez-vous
après	après
trois	trois
premiers	premier
mois	mois
reste-t-il	reste-t-il
y	y
faire	faire
laurent	laurent
carraro	carraro
-	-
école	école
fois	fois
riche	riche
passé	passer
ses	son
traditions	tradition
auxquels	auxquel
attachés	attaché
ses	son
professeurs	professeur
ses	son
élèves	élève
ses	son
anciens	ancien
élèves	élève
complexe	complexe
fait	faire
différentes	différents
communautés	communauté
perpétuent	perpétuer
fameux	fameux
esprit	esprit
gadzarts	gadzart
n	n
pas	pas
moins	moins
visions	vision
différentes	différent
devrait	devoir
école	école
monde	mond
évolue	évoluer
vite	vite
y	y
évidemment	évidemmer
beaucoup	beaucoup
faire	faire
autant	autant
école	école
rôle	rôl
important	important
jouer	jouer
vis-à-vis	vis-à-vis
développement	développement
industriel	industriel
france	france
j	j
suis	être
convaincu	convaincre
arts	art
métiers	métier
paristech	paristech
construite	construire
autour	autour
formation	formation
ingénieur	ingénieur
centrée	centrer
technologie	technologie
depuis	depuis
numérique	numérique
services	service
envahi	envahir
monde	mond
je	je
pense	penser
capital	capital
école	école
revisiter	revisiter
formation	formation
afin	afin
même	même
anticiper	anticiper
évolutions	évolution
futures	futur
démarche	démarch
me	me
semble	sembler
autant	autant
nécessaire	nécessaire
filière	filière
technologique	technologique
complète	complet
déshérence	déshérence
lycées	lycée
conditions	condition
école	école
ne	ne
peut	pouvoir
contenter	contenter
recruter	recruter
bac	bac
2	2
puis	pouvoir
dispenser	dispenser
trois	trois
années	année
suivantes	suivant
be	be
france	france
-	-
