document_id	token	tf
67796	fabrique	1
67796	faible	1
67796	fiabiliter	1
67796	filiale	1
67796	flux	2
67796	fonctionner	1
67796	former	1
67796	formidable	1
67796	fort	1
67796	fournir	1
67796	fournisseur	1
67796	fumée	1
67796	grand	3
67796	grenobl	1
67796	haute	2
67796	il	1
67796	image	3
67796	imagerie	2
67796	infrarouge	6
67796	innovation	1
67796	l	3
67796	le	13
67796	microbolomètre	1
67796	militaire	1
67796	mondial	1
67796	niveau	1
67796	nord	3
67796	nouveau	1
67796	objet	1
67796	obscurité	1
67796	pelco	4
67796	pluie	1
67796	pour	8
67796	premier	2
67796	production	1
67796	près	1
67796	puissant	1
67796	que	2
67796	rappelon	1
67796	s	1
67796	sarix	2
67796	schneider	1
67796	sensibilité	1
67796	signer	1
67796	sofradir	1
67796	solaire	1
67796	son	4
67796	sou	1
67796	spécialiser	1
67796	système	1
67796	sécurité	4
67796	technologie	1
67796	thermique	2
67796	thermographie	1
67796	total	1
67796	tout	1
67796	traitement	1
67796	transport	1
67796	travers	1
67796	très	1
67796	uli	2
67796	ulis	3
67796	un	5
67796	utiliser	1
67796	venir	1
67796	veureyvoroize	1
67796	vidéosurveillance	1
67796	visualiser	1
67796	à	7
67796	également	1
67796	être	1
67797	a320	3
67797	actualité	1
67797	afin	1
67797	ainsi	1
67797	airbus	2
67797	alimenter	2
67797	allemand	1
67797	analyse	1
67797	appareil	1
67797	au	4
67797	autonome	2
67797	avant	1
67797	avion	2
67797	avoir	1
67797	ce	4
67797	centre	1
67797	combustible	6
67797	comme	1
67797	constituer	1
67797	construire	1
67797	cours	1
67797	d	4
67797	davantage	1
67797	de	18
67797	dlr	1
67797	dlrun	1
67797	donnée	2
67797	dont	1
67797	démonstrateur	2
67797	détailler	1
67797	en	2
67797	entraîner	1
67797	essai	3
67797	et	2
67797	façon	1
67797	fonctionnalité	1
67797	futur	1
67797	générateur	1
67797	hambourg	1
67797	il	2
67797	innovation	1
67797	installer	1
67797	intégré	1
67797	l	3
67797	le	11
67797	lors	1
67797	moteur	1
67797	nécessaire	1
67797	objectif	1
67797	obtenir	1
67797	opération	1
67797	par	1
67797	permettre	1
67797	pile	6
67797	potentiel	2
67797	pour	3
67797	propriétaire	1
67797	que	2
67797	qui	1
67797	recherche	1
67797	recueillir	1
67797	roue	1
67797	roulage	1
67797	rouler	1
67797	sein	1
67797	site	1
67797	sol	3
67797	sur	5
67797	tant	1
67797	technologie	2
67797	technologique	1
67797	tester	2
67797	train	1
67797	un	7
67797	utiliser	1
67797	valider	1
67797	à	7
67797	électrique	2
67797	énergie	1
67797	être	4
67798	12	1
67798	17	1
67798	2012	2
67798	acteur	1
67798	affect	1
67798	agir	1
67798	agroalimentaire	1
67798	ailleurs	1
67798	ainsi	2
67798	aliment	3
67798	alimentaire	4
67798	alimentation	1
67798	allaert	4
67798	aller	2
67798	allégation	1
67798	alors	2
67798	alzheimer	1
67798	amélioration	1
67798	améliorer	1
67798	an	2
67798	anomalie	1
67798	apparaître	2
67798	après	2
67798	arrêter	1
67798	au	5
67798	aujourd	2
67798	auquel	1
67798	aussi	1
67798	autant	1
67798	autre	1
67798	autrefoi	1
67798	avec	1
67798	avoir	6
67798	axer	2
67798	bali	1
67798	bienêtre	5
67798	biologique	1
67798	biotech	3
67798	bon	1
67798	bénéfice	1
67798	campus	1
67798	capable	1
67798	cas	1
67798	ce	5
67798	celuici	1
67798	cen	10
67798	centre	4
67798	certain	2
67798	certaine	1
67798	certes	1
67798	chacun	1
67798	chaire	1
67798	challenge	1
67798	chaque	1
67798	chemin	1
67798	cholestérol	1
67798	chu	1
67798	clinique	1
67798	coeur	1
67798	cognition	1
67798	collectivité	1
67798	comme	3
67798	complément	4
67798	compléter	2
67798	comportement	1
67798	concevoir	1
67798	confiance	1
67798	conseil	1
67798	construction	1
67798	contexte	1
67798	contrat	1
67798	contre	1
67798	contribuer	1
67798	corrélation	1
67798	courante	1
67798	croire	1
67798	créateur	1
67798	création	2
67798	créer	1
67798	d	15
67798	danone	1
67798	dans	4
67798	de	36
67798	dernier	1
67798	desquelle	1
67798	deux	1
67798	devoir	1
67798	différent	1
67798	dijon	5
67798	dijonnais	1
67798	diminution	1
67798	diriger	1
67798	disposer	1
67798	dispositif	1
67798	donc	1
67798	dont	3
67798	douleur	1
67798	durer	1
67798	dès	1
67798	début	1
67798	décennie	1
67798	définir	1
67798	déjà	1
67798	départ	1
67798	désormais	1
67798	développement	1
67798	développer	1
67798	effet	3
67798	ellesmême	1
67798	en	11
67798	encore	2
67798	entrer	3
67798	esc	1
67798	essentiellement	1
67798	estil	1
67798	estimetil	1
67798	et	21
67798	evaluation	4
67798	exemple	1
67798	expliquer	1
67798	expérimental	8
67798	familial	1
67798	financement	1
67798	financer	1
67798	fonctionnel	3
67798	fondre	2
67798	fonds	1
67798	françoisandré	4
67798	fuir	1
67798	grand	1
67798	guérir	2
67798	généralement	1
67798	homm	1
67798	hui	2
67798	il	5
67798	imperturbableun	1
67798	implication	1
67798	induit	1
67798	industriel	1
67798	inscrire	1
67798	installer	1
67798	interministériel	1
67798	jour	1
67798	l	9
67798	labellisé	1
67798	le	48
67798	leur	1
67798	limite	1
67798	local	1
67798	lombalgie	1
67798	luire	1
67798	lutter	1
67798	là	1
67798	lâchetil	1
67798	mais	3
67798	maladie	4
67798	manière	1
67798	marqueur	1
67798	merck	1
67798	milieu	1
67798	mise	1
67798	modèle	1
67798	mondial	1
67798	mourir	1
67798	médical	1
67798	médication	1
67798	mémoire	1
67798	n	3
67798	ne	2
67798	neurodégénératif	1
67798	nombre	1
67798	non	1
67798	notamment	2
67798	nous	12
67798	nutriment	2
67798	nutritionnel	3
67798	nécessaire	1
67798	objectif	1
67798	observeton	1
67798	occurrence	1
67798	om	1
67798	on	1
67798	opérationnel	1
67798	or	1
67798	organisation	1
67798	ostéoarticulaire	1
67798	oséo	1
67798	ou	1
67798	outil	2
67798	où	1
67798	par	7
67798	parletelle	1
67798	participer	1
67798	partie	1
67798	pas	6
67798	pathologie	2
67798	penser	1
67798	perdre	1
67798	permettre	2
67798	personne	1
67798	petit	1
67798	phase	1
67798	physique	1
67798	pierre	1
67798	plateforme	1
67798	pleinement	1
67798	plus	7
67798	porte	1
67798	poser	1
67798	possible	1
67798	pour	3
67798	poursuivre	1
67798	pouvoir	2
67798	premier	1
67798	produit	2
67798	professeur	1
67798	projet	2
67798	prolonger	1
67798	prouver	1
67798	précisetil	1
67798	préclinique	3
67798	préliminaire	1
67798	présent	1
67798	psychologique	1
67798	pôle	1
67798	qualité	1
67798	que	5
67798	qui	1
67798	quotidien	2
67798	rappell	1
67798	recherche	1
67798	relever	1
67798	remonter	1
67798	rendre	1
67798	roquette	1
67798	réalisation	1
67798	réaliser	1
67798	régime	1
67798	région	1
67798	régional	1
67798	s	3
67798	sain	1
67798	sans	1
67798	santé	4
67798	savoir	1
67798	seb	1
67798	secteur	1
67798	senobl	1
67798	seulement	1
67798	si	2
67798	significativement	1
67798	social	1
67798	son	1
67798	sonteller	1
67798	sou	1
67798	spécifique	1
67798	statine	1
67798	stratégie	1
67798	stress	2
67798	suivant	1
67798	sur	6
67798	surtout	1
67798	symboliquement	1
67798	tard	1
67798	temps	1
67798	tester	2
67798	titulaire	1
67798	toile	1
67798	train	1
67798	travers	1
67798	trouver	1
67798	très	1
67798	un	16
67798	unique	1
67798	universitaire	2
67798	venir	1
67798	vers	1
67798	vie	2
67798	vieillissement	1
67798	viser	1
67798	vitagora	1
67798	vitagorer	1
67798	volontaire	1
67798	y	3
67798	à	9
67798	ébaucher	1
67798	élaboration	1
67798	étape	1
67798	étude	5
67798	évaluation	1
67798	évaluer	2
67798	évidence	2
67798	être	7
67799	15	1
67799	18	1
67799	65	1
67799	accélérer	1
67799	agroparistech	1
67799	aide	1
67799	ainsi	2
67799	an	1
67799	au	1
67799	auquel	1
67799	avoir	2
67799	besoin	1
67799	biocitech	1
67799	biophytis	1
67799	biophytisobésité	1
67799	biosip	1
67799	cadre	2
67799	caractériser	1
67799	cardiométabolisme	1
67799	ce	2
67799	chez	1
67799	clermontferrand	1
67799	compétitivité	1
67799	curi	1
67799	côté	1
67799	d	7
67799	dans	2
67799	de	31
67799	diminution	1
67799	dire	1
67799	domaine	1
67799	dédier	1
67799	développement	2
67799	en	3
67799	entraîner	1
67799	environ	1
67799	et	7
67799	euro	1
67799	financement	1
67799	fois	1
67799	fondateur	1
67799	fonds	1
67799	force	1
67799	france	1
67799	fuir	1
67799	handicapant	1
67799	héberger	1
67799	indique	1
67799	inrer	1
67799	insatisfait	1
67799	installer	1
67799	institut	2
67799	interdisciplinaire	1
67799	interministériel	1
67799	international	1
67799	l	6
67799	labellisé	1
67799	laboratoir	1
67799	le	12
67799	lui	1
67799	marie	1
67799	masse	1
67799	medicen	1
67799	metabrain	1
67799	million	1
67799	mobilité	1
67799	montant	1
67799	musculaire	1
67799	myologie	1
67799	naturel	1
67799	nombreux	1
67799	nous	1
67799	nutrition	2
67799	objectif	1
67799	obtenir	2
67799	obèse	1
67799	obésité	4
67799	où	1
67799	par	3
67799	parc	1
67799	parisien	1
67799	participer	1
67799	pathologie	2
67799	personne	2
67799	perte	1
67799	pierr	1
67799	piloter	1
67799	plus	3
67799	porte	1
67799	pour	2
67799	prestation	1
67799	produit	2
67799	projet	5
67799	préclinique	1
67799	prévenir	1
67799	prévention	3
67799	pôle	2
67799	que	2
67799	qui	3
67799	rappelon	1
67799	ravir	1
67799	recherche	1
67799	renommée	1
67799	research	1
67799	réaliser	1
67799	sarcob	3
67799	sarcopéniqu	4
67799	science	1
67799	se	1
67799	sein	1
67799	spécialiser	1
67799	stanisla	1
67799	startup	1
67799	substance	1
67799	subvention	1
67799	sur	1
67799	technologique	1
67799	toucher	1
67799	traitement	1
67799	traiter	1
67799	très	1
67799	un	11
67799	unique	1
67799	universitaire	1
67799	université	1
67799	veillet	1
67799	venir	1
67799	vie	1
67799	à	4
67799	âger	1
67799	âgé	1
67799	également	1
67799	équipe	1
67799	être	4
67800	2	1
67800	24000	1
67800	250	1
67800	activité	3
67800	agir	2
67800	aide	2
67800	ainsi	3
67800	aller	1
67800	analogue	1
67800	année	1
67800	application	1
67800	approche	2
67800	arabidopsi	2
67800	au	6
67800	autre	1
67800	avoir	3
67800	beaucoup	1
67800	bien	1
67800	biotechnologique	1
67800	bon	1
67800	capture	1
67800	caractériser	1
67800	ce	7
67800	cea	1
67800	celleci	1
67800	chercheur	5
67800	chez	1
67800	chimique	2
67800	cnrs	1
67800	coder	1
67800	collection	1
67800	comme	2
67800	composer	1
67800	comprendre	1
67800	connaître	1
67800	consister	1
67800	constituant	1
67800	conséquent	1
67800	contrôle	1
67800	contrôler	3
67800	coup	1
67800	couramment	1
67800	d	7
67800	dans	1
67800	de	39
67800	depuis	1
67800	dernier	2
67800	desquelle	1
67800	diminuer	1
67800	dire	1
67800	direct	1
67800	directement	1
67800	divers	1
67800	dix	1
67800	donc	1
67800	déterminer	1
67800	développement	3
67800	effectuer	1
67800	effet	1
67800	en	5
67800	endroit	1
67800	entier	1
67800	enzyme	6
67800	et	5
67800	extrêmement	1
67800	fin	2
67800	fixer	1
67800	fonctionnement	1
67800	fondamental	1
67800	fourier	1
67800	galactolipide	3
67800	galactolipides	1
67800	galvestine1	1
67800	germination	1
67800	grenobl	1
67800	grâce	1
67800	gène	1
67800	génétique	2
67800	herbicidecontrôler	1
67800	il	2
67800	inhiber	1
67800	inrer	1
67800	intéressant	1
67800	intéresser	1
67800	isolé	1
67800	jeu	1
67800	joseph	1
67800	jusqu	1
67800	l	13
67800	laboratoire	1
67800	le	25
67800	liaison	1
67800	lipide	2
67800	manière	1
67800	membrane	1
67800	mettre	1
67800	mgd1	2
67800	mieux	1
67800	mise	1
67800	modifier	1
67800	moléculaire	4
67800	molécule	4
67800	montpellier	1
67800	montrer	1
67800	mécanisme	1
67800	métabolisme	3
67800	méthode	2
67800	même	1
67800	niveau	1
67800	nom	1
67800	nombreux	1
67800	nécessaire	2
67800	optimiser	1
67800	organique	2
67800	organisme	3
67800	ouvrir	1
67800	par	2
67800	parmi	2
67800	particulier	1
67800	parvenir	1
67800	permettre	2
67800	perspective	1
67800	petit	2
67800	photosynthétique	1
67800	physiologie	1
67800	placer	1
67800	plante	3
67800	plus	2
67800	point	1
67800	pollen	1
67800	pour	6
67800	pouvoir	2
67800	premier	1
67800	principal	1
67800	production	1
67800	progressivemer	1
67800	qualité	1
67800	quantité	2
67800	que	1
67800	qui	1
67800	rappelon	1
67800	recherche	1
67800	responsable	1
67800	réaction	1
67800	rôle	1
67800	s	2
67800	se	1
67800	sein	2
67800	site	1
67800	solaire	1
67800	son	3
67800	sond	1
67800	sonde	5
67800	souhaiter	1
67800	stade	1
67800	suffire	1
67800	sur	2
67800	synthèse	1
67800	synthétiser	1
67800	synthétisée	1
67800	sélectionner	1
67800	tel	1
67800	thaliana	2
67800	un	9
67800	université	1
67800	utiliser	3
67800	variable	1
67800	vivre	2
67800	végétal	1
67800	à	12
67800	également	1
67800	énergie	1
67800	étudier	1
67800	être	5
67801	1	1
67801	100000	1
67801	15	2
67801	292	1
67801	500	1
67801	7	1
67801	897université	1
67801	90	1
67801	adulte	1
67801	ainsi	1
67801	alors	1
67801	année	1
67801	apparaître	1
67801	appeler	1
67801	apporter	1
67801	après	1
67801	astrocyte	1
67801	au	2
67801	aucun	1
67801	auquel	1
67801	aussi	1
67801	autant	2
67801	autre	1
67801	avenir	1
67801	avoir	9
67801	bordeaux	3
67801	bordelais	1
67801	bénin	1
67801	c	1
67801	ce	11
67801	celer	1
67801	cellule	1
67801	centre	1
67801	cerveau	2
67801	chaque	1
67801	charge	2
67801	chercheur	3
67801	choc	1
67801	chu	1
67801	circulation	1
67801	comme	3
67801	complication	3
67801	confirmer	1
67801	connaître	1
67801	considérer	1
67801	constater	1
67801	constituetil	1
67801	contexte	1
67801	coordonner	1
67801	courant	1
67801	coûter	1
67801	coûteux	1
67801	coûteuxun	1
67801	crânien	6
67801	cérébral	4
67801	d	12
67801	dans	5
67801	de	41
67801	dernier	1
67801	devoir	1
67801	direct	1
67801	disposer	1
67801	dix	1
67801	docteur	1
67801	donc	3
67801	dont	1
67801	dosage	1
67801	doser	1
67801	durer	1
67801	déterminer	3
67801	développer	2
67801	effet	1
67801	emmanuel	1
67801	en	6
67801	entraîner	1
67801	entrer	1
67801	environ	1
67801	environner	1
67801	et	4
67801	euro	1
67801	examen	2
67801	falloir	1
67801	fois	1
67801	français	1
67801	gravité	3
67801	grâce	1
67801	handicap	1
67801	heure	1
67801	hospitalier	1
67801	hémorragie	1
67801	hôpital	1
67801	idée	1
67801	il	7
67801	important	2
67801	indicateur	1
67801	inserm	2
67801	intérêt	1
67801	l	5
67801	laboratoire	1
67801	lagard	1
67801	le	24
67801	lorsqu	1
67801	lui	1
67801	léger	4
67801	lésion	1
67801	moins	3
67801	mois	2
67801	n	1
67801	ne	3
67801	neurone	1
67801	nombre	1
67801	nécessiter	1
67801	négatif	2
67801	obtenir	1
67801	occasion	1
67801	on	1
67801	onéreux	1
67801	ou	1
67801	où	1
67801	par	3
67801	parallèlement	1
67801	parmi	1
67801	partir	1
67801	pas	1
67801	passer	1
67801	patient	8
67801	performer	1
67801	permettre	4
67801	personne	1
67801	pertinence	1
67801	petit	1
67801	peu	2
67801	plus	3
67801	positif	2
67801	possible	1
67801	pour	8
67801	pouvoir	3
67801	pratique	2
67801	pratiquer	1
67801	prise	3
67801	problème	1
67801	proche	1
67801	produire	1
67801	prometteur	1
67801	proposer	1
67801	protéine	5
67801	prélever	1
67801	présenter	4
67801	prévention	1
67801	public	1
67801	qu	2
67801	que	7
67801	quelque	2
67801	qui	4
67801	quotidien	1
67801	rappelon	1
67801	rassurer	1
67801	recevoir	1
67801	recruter	1
67801	responsable	1
67801	retrouver	1
67801	ribereaugayon	1
67801	risque	3
67801	routine	1
67801	régir	1
67801	résultat	2
67801	s100b	4
67801	sang	2
67801	sanguin	5
67801	santé	1
67801	scanner	6
67801	segalen	1
67801	sein	1
67801	semaine	1
67801	service	2
67801	seul	2
67801	signifier	1
67801	simple	1
67801	soin	1
67801	son	1
67801	soumettre	1
67801	stress	1
67801	sévère	1
67801	sûre	1
67801	taille	1
67801	technique	1
67801	test	9
67801	tout	2
67801	toutefois	1
67801	traumatisme	7
67801	traumatisé	1
67801	trop	1
67801	un	34
67801	uniter	1
67801	urgence	2
67801	utilier	1
67801	victime	1
67801	vie	1
67801	à	2
67801	équipe	1
67801	état	1
67801	évaluer	1
67801	éviter	1
67801	évoquer	1
67801	être	10
67802	1	1
67802	2	1
67802	3	1
67802	845	1
67802	acteur	1
67802	adn	1
67802	adulte	1
67802	ainsi	2
67802	aller	2
67802	alors	5
67802	alpher	1
67802	amplification	1
67802	amplifier	1
67802	année	1
67802	approche	1
67802	attendre	1
67802	au	5
67802	avantage	1
67802	avec	2
67802	avoir	7
67802	base	1
67802	bout	1
67802	bêta	9
67802	c	1
67802	ce	11
67802	cellule	16
67802	centre	2
67802	certains	1
67802	cerveau	1
67802	chercheur	3
67802	chez	1
67802	clinical	1
67802	cnrs	1
67802	cnrsumpcinserm	1
67802	collaboration	2
67802	complexe	2
67802	composer	1
67802	comprendre	1
67802	conduire	2
67802	consister	1
67802	contrôle	2
67802	cours	1
67802	croissance	1
67802	création	1
67802	culture	1
67802	d	12
67802	dans	8
67802	de	48
67802	depuis	1
67802	dernier	1
67802	destruction	1
67802	deux	1
67802	diabète	3
67802	diabétique	1
67802	différenciation	1
67802	direct	1
67802	directeur	1
67802	disponible	1
67802	dissocier	1
67802	dit	1
67802	dont	2
67802	définition	1
67802	désormais	1
67802	efficacité	1
67802	en	8
67802	endocellsproduction	1
67802	endocrine	1
67802	enfin	1
67802	ensuite	1
67802	entier	1
67802	entraîner	1
67802	estàdir	1
67802	et	9
67802	exprimer	1
67802	fabrication	1
67802	foetal	1
67802	fois	1
67802	fonctionnel	1
67802	fonctionnement	1
67802	formé	1
67802	fragment	1
67802	france	1
67802	glucagon	1
67802	glycémie	1
67802	greffer	1
67802	grâce	1
67802	gène	2
67802	générer	1
67802	hasard	1
67802	hormone	3
67802	httpredirectixbulletinselectroniquescomsilxw	1
67802	humain	6
67802	immortaliser	2
67802	immunodéficiente	1
67802	inserm	2
67802	institut	1
67802	insulin	2
67802	insuline	1
67802	intégrer	1
67802	investigation	1
67802	jamais	1
67802	journal	1
67802	l	14
67802	laboratoire	1
67802	langerhan	1
67802	le	28
67802	lequel	1
67802	libération	1
67802	ligne	1
67802	lignée	2
67802	lui	1
67802	luire	1
67802	maladie	1
67802	mature	1
67802	million	1
67802	moelle	1
67802	mois	1
67802	moléculaire	1
67802	monde	2
67802	mourir	1
67802	multiplier	1
67802	ne	1
67802	nombreux	2
67802	notamment	1
67802	nouveau	1
67802	obtenir	2
67802	of	1
67802	or	1
67802	organe	2
67802	organiser	1
67802	organisme	3
67802	outre	1
67802	où	1
67802	pancréa	1
67802	pancréas	1
67802	pancréatique	4
67802	parfaitement	1
67802	partie	1
67802	permettre	2
67802	personne	1
67802	perturbation	1
67802	philippe	1
67802	plus	1
67802	plusieurs	2
67802	pour	3
67802	pouvoir	3
67802	premier	4
67802	proche	1
67802	producteur	2
67802	production	2
67802	produire	2
67802	promoteur	1
67802	propriété	1
67802	protocole	1
67802	préciser	1
67802	précison	1
67802	publier	1
67802	que	5
67802	qui	3
67802	raphael	1
67802	rappelon	1
67802	ravassard	1
67802	recherche	3
67802	reproduire	1
67802	représenter	1
67802	respectivement	1
67802	restaurer	1
67802	retirer	1
67802	revue	1
67802	réaliser	1
67802	réguler	1
67802	résultat	1
67802	s	2
67802	sans	2
67802	scharfmann	1
67802	scid	1
67802	scientifique	1
67802	se	1
67802	second	1
67802	secret	1
67802	sein	1
67802	si	1
67802	signalisation	1
67802	site	2
67802	solide	1
67802	son	2
67802	sou	1
67802	souris	2
67802	spécificité	1
67802	spécifique	1
67802	stable	1
67802	startup	1
67802	succès	1
67802	sucre	1
67802	sur	2
67802	sélectif	1
67802	tant	1
67802	taux	1
67802	tenter	1
67802	tester	1
67802	the	1
67802	thérapeutique	1
67802	tissu	1
67802	toucher	1
67802	transférer	1
67802	transplanter	1
67802	travail	2
67802	travailler	1
67802	trentaine	1
67802	très	2
67802	tumeur	1
67802	type	2
67802	un	19
67802	unité	1
67802	url	1
67802	vecteur	2
67802	venir	2
67802	vidéo	1
67802	viral	2
67802	à	7
67802	épinière	1
67802	équipe	2
67802	étape	2
67802	être	8
67802	îlot	1
67803	2004	1
67803	4	1
67803	aborder	1
67803	acteur	1
67803	adaptation	7
67803	adaptationcolloque	1
67803	ainsi	1
67803	année	1
67803	associer	1
67803	au	1
67803	aussi	1
67803	autour	1
67803	avoir	1
67803	axer	1
67803	ce	2
67803	changement	3
67803	changemer	1
67803	chaque	1
67803	climatique	4
67803	collectivité	1
67803	colloqu	1
67803	colloque	1
67803	comment	1
67803	communauté	1
67803	construction	1
67803	cours	1
67803	créer	2
67803	d	3
67803	dans	2
67803	de	8
67803	dialoguer	1
67803	différents	1
67803	durable	1
67803	décideur	1
67803	développement	1
67803	en	1
67803	entrer	1
67803	et	6
67803	européen	1
67803	evénement	1
67803	face	1
67803	forum	1
67803	impact	3
67803	informer	1
67803	international	3
67803	intituler	1
67803	journalistesmétéo	1
67803	journée	1
67803	l	5
67803	le	9
67803	local	1
67803	mais	1
67803	national	1
67803	objectif	1
67803	octobre	1
67803	pari	1
67803	plan	1
67803	plusieurs	1
67803	pour	1
67803	priver	1
67803	problématique	1
67803	professionnel	1
67803	public	1
67803	rôle	1
67803	scientifique	2
67803	se	1
67803	secteur	1
67803	sensibiliser	1
67803	stratégie	1
67803	synergie	1
67803	tenir	1
67803	thème	1
67803	un	1
67803	à	4
67803	échangent	1
67803	échelle	2
67803	économique	1
67803	élu	1
67803	être	1
67804	18	1
67804	2011	1
67804	4èm	3
67804	agriculture	5
67804	avenir	1
67804	bruxelle	1
67804	celleci	1
67804	compétitivité	1
67804	conférence	3
67804	créer	1
67804	dans	2
67804	de	12
67804	demain	1
67804	dernier	1
67804	duquel	1
67804	débatconférence	1
67804	débattre	1
67804	défi	1
67804	elo	1
67804	en	1
67804	environnement	1
67804	et	4
67804	europe	1
67804	european	1
67804	européen	1
67804	evénemer	1
67804	faire	2
67804	forum	4
67804	france	2
67804	futur	3
67804	groupe	1
67804	intituler	1
67804	l	10
67804	landowner	1
67804	le	11
67804	lequel	1
67804	mars	1
67804	nouveau	1
67804	objet	1
67804	occasion	1
67804	octobre	1
67804	option	1
67804	organiser	1
67804	organization	1
67804	pari	4
67804	perspective	1
67804	pour	6
67804	principal	1
67804	qui	1
67804	régional	3
67804	réunir	1
67804	s	2
67804	safagriculteur	1
67804	se	1
67804	seul	1
67804	suite	1
67804	syngenter	1
67804	tenir	1
67804	un	2
67804	à	4
67804	être	3
67937	100000	1
67937	1954	1
67937	1978	1
67937	1996	1
67937	2011	4
67937	22	1
67937	3	1
67937	60	1
67937	80	1
67937	abandonner	1
67937	académie	3
67937	accord	1
67937	adaptatif	3
67937	adjuvant	2
67937	adolescent	1
67937	agir	1
67937	agresseur	1
67937	agression	2
67937	ainsi	2
67937	ajouter	2
67937	alarme	1
67937	aller	3
67937	allergie	1
67937	alors	6
67937	ami	2
67937	an	3
67937	animal	1
67937	annonce	1
67937	annoncer	2
67937	année	10
67937	antimicrobien	4
67937	apercevoir	1
67937	apparaître	1
67937	application	3
67937	appliquer	1
67937	apporter	3
67937	apprendre	1
67937	après	1
67937	argent	1
67937	arriver	1
67937	atil	2
67937	attribution	1
67937	au	10
67937	audelà	2
67937	aujourd	1
67937	aussi	2
67937	austère	1
67937	autant	3
67937	autoimmune	1
67937	autre	5
67937	avant	1
67937	avec	6
67937	avoir	26
67937	avérer	1
67937	axe	1
67937	bach	2
67937	bactérie	1
67937	baptiser	1
67937	beaucoup	1
67937	bertrand	1
67937	bien	3
67937	biologiste	1
67937	bloquer	1
67937	bombe	2
67937	bon	1
67937	bruno	1
67937	c	6
67937	campagne	1
67937	car	1
67937	carrière	1
67937	ce	23
67937	celer	1
67937	cell	1
67937	celui	1
67937	central	1
67937	certain	1
67937	certes	1
67937	chaleureux	1
67937	champignon	1
67937	chaque	1
67937	chercher	2
67937	chercheur	2
67937	chez	4
67937	choix	4
67937	cnrs	8
67937	collègue	1
67937	combattre	1
67937	comité	2
67937	comme	1
67937	comment	3
67937	commun	2
67937	compagnie	1
67937	comprendre	2
67937	compris	2
67937	compréhension	1
67937	concerner	1
67937	conduire	1
67937	connaissance	1
67937	connaître	2
67937	consacrer	1
67937	consister	1
67937	constater	1
67937	constituer	1
67937	contact	1
67937	contre	3
67937	contribuer	1
67937	convivial	1
67937	couper	1
67937	courir	1
67937	cours	3
67937	criquet	1
67937	critique	1
67937	croire	1
67937	création	1
67937	d	27
67937	dans	9
67937	de	88
67937	depuis	4
67937	dernier	3
67937	deux	5
67937	devoir	1
67937	dire	3
67937	directeur	2
67937	discipline	1
67937	disposer	1
67937	distinction	1
67937	dizaine	1
67937	domaine	1
67937	donc	2
67937	dont	4
67937	dorsoventral	1
67937	drosophil	1
67937	drosophile	2
67937	durer	1
67937	débuter	1
67937	décembre	1
67937	décerner	4
67937	décider	3
67937	déclarer	1
67937	déclaretil	1
67937	déclenche	1
67937	déclencher	1
67937	découvrir	1
67937	défendre	3
67937	défense	3
67937	déjà	1
67937	délaisser	1
67937	départ	1
67937	développement	2
67937	développer	2
67937	effet	3
67937	empêcher	1
67937	en	12
67937	endocrine	1
67937	endocrinologie	1
67937	entamer	1
67937	entrevoir	1
67937	esprit	1
67937	essentiellement	1
67937	estil	1
67937	et	24
67937	excellence	1
67937	excellent	1
67937	exclusivement	1
67937	exister	2
67937	extérieure	1
67937	facile	1
67937	faire	9
67937	fameux	1
67937	famille	1
67937	fierté	1
67937	figurent	1
67937	fin	2
67937	focus	1
67937	fonctionnement	1
67937	fondamental	1
67937	formidable	1
67937	france	1
67937	frontière	1
67937	gairdner	1
67937	gentleman	2
67937	grand	3
67937	groupe	4
67937	grâce	1
67937	général	2
67937	génétique	1
67937	haute	1
67937	heureux	1
67937	hoffmann	17
67937	homme	5
67937	hors	1
67937	hui	1
67937	humain	1
67937	humour	1
67937	identifier	3
67937	il	16
67937	immense	1
67937	immunitaire	5
67937	immunité	5
67937	immunologie	2
67937	immunologist	1
67937	implication	1
67937	important	1
67937	inattendu	1
67937	infecter	1
67937	infection	1
67937	inhibiteur	1
67937	injustifier	1
67937	inner	1
67937	inné	4
67937	insecte	8
67937	insecticideprix	1
67937	intelliger	1
67937	international	1
67937	intéresser	3
67937	issu	1
67937	j	1
67937	jamais	1
67937	jeanfrançois	2
67937	jeanmarc	1
67937	jeune	1
67937	joi	1
67937	joie	2
67937	joly	1
67937	jouer	1
67937	joël	1
67937	jule	8
67937	jules	9
67937	keyo	1
67937	l	31
67937	laboratoire	3
67937	laisser	2
67937	lauréat	6
67937	le	84
67937	lemaître	1
67937	lequel	2
67937	logique	1
67937	longtemps	2
67937	lors	1
67937	lorsque	2
67937	lui	1
67937	luimêm	1
67937	luimême	1
67937	luire	2
67937	luxembourgeois	1
67937	lycée	1
67937	m	1
67937	mais	3
67937	maladie	1
67937	mammifère	3
67937	meilleur	1
67937	mener	2
67937	mettre	1
67937	mieux	1
67937	migrateur	1
67937	mois	1
67937	monde	1
67937	mondial	1
67937	mondialement	1
67937	montrer	1
67937	mouche	4
67937	muter	1
67937	mécanisme	3
67937	médaille	4
67937	médecine	5
67937	média	1
67937	médical	2
67937	même	2
67937	n	3
67937	nature	1
67937	naturel	3
67937	ne	1
67937	neutraliser	1
67937	niveau	1
67937	nobel	9
67937	notamment	3
